,address,latitude,longitude
148,251 BISHAN ST 22,1.36191020704912,103.844170608274
149,302 SHUNFU RD,1.34936138318074,103.839099307727
150,289 BISHAN ST 24,1.35666114854932,103.844930577727
151,248 BISHAN ST 22,1.36139715643871,103.843281258825
152,310 SHUNFU RD,1.35085167873462,103.838679123356
153,447 BRIGHT HILL DR,1.3582216078161,103.831932958776
154,217 BISHAN ST 23,1.35674001530713,103.849329508235
155,128 BISHAN ST 12,1.34608831988483,103.850466820468
156,183 BISHAN ST 13,1.35045853468041,103.852476179728
157,192 BISHAN ST 13,1.34897431725156,103.851306462341
158,212 BISHAN ST 23,1.35627186049785,103.84825054364
159,201 BISHAN ST 23,1.35506686196949,103.846946067332
160,450 SIN MING AVE,1.35835553844469,103.830397807509
161,525 BT BATOK ST 52,1.35710516584321,103.752204623104
162,501 BT BATOK ST 52,1.35149318644467,103.75499812254
163,410 BT BATOK WEST AVE 4,1.36445863795592,103.744991611928
164,408 BT BATOK WEST AVE 4,1.36481977758189,103.744989792545
165,423 BT BATOK WEST AVE 2,1.36215691970023,103.744946718558
166,272 BT BATOK EAST AVE 4,1.34879030700149,103.757864718209
167,229 BT BATOK EAST AVE 3,1.34827660376884,103.754680867021
168,217 BT BATOK ST 21,1.34673392184416,103.754727840299
169,421 BT BATOK WEST AVE 2,1.36251752917877,103.744946684475
170,407 BT BATOK WEST AVE 4,1.36485171911506,103.745814559435
171,240 BT BATOK EAST AVE 5,1.35048816023777,103.754177773165
172,179 BT BATOK WEST AVE 8,1.34581228622891,103.742210249553
173,414 BT BATOK WEST AVE 4,1.36357610603461,103.74597741135
174,269 BT BATOK EAST AVE 4,1.3487578841922,103.759451695253
175,152 BT BATOK ST 11,1.34830189530172,103.744257268105
176,146 BT BATOK WEST AVE 6,1.34966890869827,103.744083499088
177,533 BT BATOK ST 51,1.35587908699049,103.749799126312
178,157 BT BATOK ST 11,1.34836899457739,103.743422087347
179,540 BT BATOK ST 52,1.35440568176535,103.75130601487
180,239 BT BATOK EAST AVE 5,1.3502391390638,103.755100850762
181,249 BT BATOK EAST AVE 5,1.35061655709758,103.756564159717
182,316 BT BATOK ST 32,1.3605766052846,103.746834002944
183,250 BT BATOK EAST AVE 5,1.35105549277865,103.757080302123
184,164 BT BATOK ST 11,1.34771697477219,103.742831711054
185,167 BT BATOK WEST AVE 8,1.34693272783596,103.742257105901
186,312 BT BATOK ST 32,1.35987875096146,103.74733565667
187,208 BT BATOK ST 21,1.33843639629876,103.742666857372
188,534 BT BATOK ST 51,1.35590698154634,103.750411621456
189,311 BT BATOK ST 32,1.36008251500719,103.748341653201
190,319 BT BATOK ST 33,1.3613950798384,103.746516665634
191,417 BT BATOK WEST AVE 4,1.3629029334905,103.746483437421
192,307 BT BATOK ST 31,1.35817033436975,103.748118653062
193,138 BT BATOK WEST AVE 6,1.35044711973729,103.744471903926
194,124 BT BATOK CTRL,1.35118204905855,103.747209859564
195,291B BT BATOK ST 24,1.34315699982096,103.755862270481
196,288D BT BATOK ST 25,1.34580304817683,103.759260051639
197,113 BT BATOK WEST AVE 6,1.34883637963314,103.745173404083
198,186 BT BATOK WEST AVE 6,1.34658076680317,103.744085374214
199,386 BT BATOK WEST AVE 5,1.36393942184816,103.752556035691
200,337 BT BATOK ST 34,1.36348296381773,103.749393361059
201,165 BT BATOK WEST AVE 8,1.34731985631578,103.741974986591
202,290D BT BATOK EAST AVE 3,1.34441150327745,103.757461503148
203,131 BT BATOK WEST AVE 6,1.35073333041497,103.746261338468
204,291D BT BATOK ST 24,1.34351790618134,103.755391787516
205,291A BT BATOK ST 24,1.34366766259088,103.75605170306
206,384 BT BATOK WEST AVE 5,1.36293263679642,103.752194207305
207,207 BT BATOK ST 21,1.34624866176031,103.749382188265
208,193 BT BATOK WEST AVE 6,1.34600894344315,103.744423616373
209,243 BT BATOK EAST AVE 5,1.34962013436358,103.75643213653
210,388 BT BATOK WEST AVE 5,1.36485017561712,103.752161772499
211,102 BT BATOK WEST AVE 6,1.34745833930547,103.747473341114
212,623 BT BATOK CTRL,1.35083158876979,103.749372545514
213,621 BT BATOK CTRL,1.35022916499468,103.748340672674
214,622 BT BATOK CTRL,1.35071643799739,103.748496406191
215,202 BT BATOK ST 21,1.3465978583575,103.748448437294
216,524 BT BATOK ST 52,1.35720612319307,103.752696178985
217,28 JLN KLINIK,1.28789877031281,103.828203629292
218,48 LOWER DELTA RD,1.28944268125333,103.826201445621
219,116 BT MERAH VIEW,1.28513427067055,103.821532226321
220,8 JLN BT HO SWEE,1.28752686260169,103.832020454212
221,107 JLN BT MERAH,1.27983690191197,103.824757769108
222,5 TELOK BLANGAH CRES,1.27872402905423,103.819220384802
223,26 JLN KLINIK,1.2881713453856,103.828454024092
224,129 BT MERAH VIEW,1.28357870670139,103.823819212586
225,130 BT MERAH VIEW,1.28458712798457,103.824360319186
226,60 TELOK BLANGAH HTS,1.27607895768865,103.812157206469
227,130 KIM TIAN RD,1.28040157426854,103.829278570017
228,128 BT MERAH VIEW,1.28264675199072,103.823327111496
229,38 BEO CRES,1.28855393184563,103.827290023383
230,11 CANTONMENT CL,1.27442604746069,103.839671514269
231,77 TELOK BLANGAH DR,1.27394153200448,103.808817449676
232,55 TELOK BLANGAH DR,1.27396036035569,103.812149525435
233,26D JLN MEMBINA,1.28209883987158,103.825202810934
234,26C JLN MEMBINA,1.28275797395281,103.825205576961
235,27 LIM LIAK ST,1.28543704177023,103.830839342729
236,29 LIM LIAK ST,1.28538144338708,103.830400732841
237,46 SENG POH RD,1.28400391666539,103.831529775519
238,59 TELOK BLANGAH HTS,1.2753534329115,103.813588303131
239,54 LENGKOK BAHRU,1.2891359518667,103.813677548743
240,106A DEPOT RD,1.28061364977894,103.810967870883
241,53 LENGKOK BAHRU,1.28884723459282,103.813450564855
242,14 TELOK BLANGAH CRES,1.27739544173264,103.820469653072
243,54 TELOK BLANGAH DR,1.27359718662062,103.811942133272
244,112B DEPOT RD,1.28156873918268,103.80773165728
245,20 JLN MEMBINA,1.28562459787443,103.825923251122
246,120 KIM TIAN PL,1.28295503980413,103.827983319539
247,70 REDHILL CL,1.28672632735078,103.816700522264
248,68 REDHILL CL,1.28687207033361,103.816026124534
249,69 REDHILL CL,1.2870165287153,103.816374778847
250,21 JLN MEMBINA,1.28508656289053,103.825782815048
251,8A BOON TIONG RD,1.28652536951665,103.830124811691
252,27A JLN MEMBINA,1.2822186913861,103.824536254761
253,2A BOON TIONG RD,1.28652962097246,103.833163087554
254,50 HOY FATT RD,1.2878771583612,103.811440922662
255,106B DEPOT RD,1.28064950442563,103.810750913525
256,95 HAVELOCK RD,1.28847543074122,103.832848165751
257,82 REDHILL LANE,1.28742210332915,103.81943492781
258,119B KIM TIAN RD,1.28115558487763,103.827266559741
259,75C REDHILL RD,1.28902314290104,103.816276016167
260,121 KIM TIAN PL,1.28270270194687,103.828491163221
261,2C BOON TIONG RD,1.2868576787328,103.832845909249
262,109 GANGSA RD,1.37736736489734,103.767748758874
263,142 PETIR RD,1.37639172444397,103.767912823562
264,251 BANGKIT RD,1.38030045457366,103.774174995217
265,409 SAUJANA RD,1.38233492640361,103.767677663417
266,208 PETIR RD,1.3739808401432,103.775028040256
267,435 BT PANJANG RING RD,1.3860397462674,103.770196336514
268,412 SAUJANA RD,1.38289762281394,103.768275120432
269,466 SEGAR RD,1.38694295549199,103.773299109481
270,140 PETIR RD,1.37550299063609,103.768952438105
271,123 PENDING RD,1.37756663543382,103.770660551039
272,402 FAJAR RD,1.38031226320182,103.768073595
273,207 PETIR RD,1.37370703550109,103.774851276857
274,520 JELAPANG RD,1.38646757937131,103.7665076307
275,523 JELAPANG RD,1.38697502782658,103.765700895316
276,615 BT PANJANG RING RD,1.38514726798653,103.762438315763
277,609 BT PANJANG RING RD,1.38285734125021,103.762010135941
278,404 FAJAR RD,1.38063876738095,103.767550485267
279,631 SENJA RD,1.38662658656793,103.760257710151
280,629 SENJA RD,1.38652802373559,103.759278980746
281,440 FAJAR RD,1.38368429456113,103.770076985518
282,204 PETIR RD,1.37317516532605,103.774810614456
283,506 JELAPANG RD,1.3870334545891,103.768120654409
284,136 PETIR RD,1.37461056095475,103.768753597677
285,652 SENJA LINK,1.38744862342634,103.763847246671
286,620 BT PANJANG RING RD,1.38585557555927,103.761737465896
287,656 SENJA RD,1.38761134448697,103.764588708773
288,448 BT PANJANG RING RD,1.3836966160096,103.772095630478
289,507 JELAPANG RD,1.38655566901666,103.767999747519
290,625 SENJA RD,1.38563406119189,103.760361050815
291,623 SENJA RD,1.38625610118184,103.762201338577
292,610 SENJA RD,1.38340067966504,103.761236851817
293,611 BT PANJANG RING RD,1.38387209680691,103.761859831513
294,627 SENJA RD,1.38553502172905,103.759378313644
295,626 SENJA RD,1.38547480834709,103.759880549321
296,608 SENJA RD,1.38290197575175,103.761368223608
297,182 JELEBU RD,1.37984403992366,103.763409218035
298,606 SENJA RD,1.38129574701623,103.761571341904
299,478 SEGAR RD,1.38953127642948,103.772874923486
300,470 SEGAR RD,1.38841640703441,103.773263601102
301,124 PENDING RD,1.37699935766576,103.771170930202
302,653 SENJA LINK,1.38692590741026,103.763946218351
303,135 CASHEW RD,1.37404915665664,103.768885136299
304,184 JELEBU RD,1.37971095812868,103.762440084954
305,183 JELEBU RD,1.37996382610558,103.763048293444
306,543 JELAPANG RD,1.38249521044149,103.764046024998
307,1 TOH YI DR,1.33958155877064,103.774586318946
308,5 FARRER RD,1.31655990980042,103.807288102167
309,34 UPP CROSS ST,1.2862352148315,103.842303340846
310,3 TG PAGAR PLAZA,1.2756191858993,103.842431306625
311,538 UPP CROSS ST,1.28521219232764,103.845766165764
312,532 UPP CROSS ST,1.28419353816159,103.845985856933
313,53 CHIN SWEE RD,1.28762316970348,103.841462885627
314,1A CANTONMENT RD,1.27784271048219,103.840965923691
315,1F CANTONMENT RD,1.27598699469414,103.841191762017
316,1C CANTONMENT RD,1.27744909387079,103.841666679651
317,1B CANTONMENT RD,1.27779940676005,103.841403430465
318,1E CANTONMENT RD,1.27662168290503,103.841156133831
319,5 TECK WHYE AVE,1.38211439144289,103.75356509712
320,15 TECK WHYE LANE,1.37913357256794,103.7547387164
321,459 CHOA CHU KANG AVE 4,1.37818434118826,103.735126609036
322,206 CHOA CHU KANG CTRL,1.3806670668767,103.748339853034
323,690A CHOA CHU KANG CRES,1.40277627634375,103.751539941559
324,20 TECK WHYE LANE,1.37875454766792,103.753163445856
325,295 CHOA CHU KANG AVE 2,1.37816643855629,103.740967962566
326,110 TECK WHYE LANE,1.37821371288758,103.751983012288
327,409 CHOA CHU KANG AVE 3,1.38112967018954,103.741877152961
328,688A CHOA CHU KANG DR,1.40396387456119,103.750566306243
329,485A CHOA CHU KANG AVE 5,1.37461810751349,103.738364995209
330,16 TECK WHYE LANE,1.37837787722959,103.754764782165
331,103 TECK WHYE LANE,1.37713078246274,103.753555993761
332,687A CHOA CHU KANG DR,1.40451101735306,103.750161262445
333,407 CHOA CHU KANG AVE 3,1.38041759813853,103.740828418583
334,160 JLN TECK WHYE,1.38079449708347,103.756442998925
335,686C CHOA CHU KANG CRES,1.40468369607815,103.74900201661
336,670A CHOA CHU KANG CRES,1.4026789634991,103.747562464245
337,114 TECK WHYE LANE,1.37850799248774,103.750707442454
338,238 CHOA CHU KANG CTRL,1.37914625858488,103.74820998984
339,202 CHOA CHU KANG AVE 1,1.3818369774308,103.74946480804
340,296A CHOA CHU KANG AVE 2,1.37714154932429,103.740943329677
341,616 CHOA CHU KANG ST 62,1.39959239449991,103.744711678054
342,155 JLN TECK WHYE,1.37893693677123,103.75716507033
343,402 CHOA CHU KANG AVE 3,1.37920252711367,103.739438134005
344,422 CHOA CHU KANG AVE 4,1.38225681754484,103.740957419462
345,296 CHOA CHU KANG AVE 2,1.3774155546747,103.740781546727
346,226 CHOA CHU KANG CTRL,1.38115995023886,103.745292702375
347,472 CHOA CHU KANG AVE 3,1.37908544061279,103.737542449427
348,673 CHOA CHU KANG CRES,1.40132802512812,103.748136094413
349,410 CHOA CHU KANG AVE 3,1.38062798768557,103.741520103731
350,406 CHOA CHU KANG AVE 3,1.38037389462046,103.740209588608
351,788 CHOA CHU KANG NTH 6,1.39579180989479,103.748287590175
352,631 CHOA CHU KANG NTH 6,1.39660961102945,103.748105174635
353,641 CHOA CHU KANG ST 64,1.39830454666217,103.749817817326
354,765 CHOA CHU KANG NTH 5,1.39272346157669,103.749748275147
355,473 CHOA CHU KANG AVE 3,1.37961821111761,103.738115482342
356,691B CHOA CHU KANG CRES,1.40162672032469,103.751577560463
357,14 TECK WHYE LANE,1.37848150958552,103.755675386906
358,689A CHOA CHU KANG DR,1.40298901385209,103.750320068403
359,760 CHOA CHU KANG NTH 5,1.39302712654645,103.747272500906
360,102 TECK WHYE LANE,1.377082841385,103.754394432037
361,509 CHOA CHU KANG ST 51,1.38799995768277,103.741818224223
362,763 CHOA CHU KANG NTH 5,1.3928485364107,103.748557165772
363,503 CHOA CHU KANG ST 51,1.38830517444057,103.742322678004
364,474 CHOA CHU KANG AVE 3,1.37856931410449,103.738475704352
365,441 CHOA CHU KANG AVE 4,1.38292240385745,103.739807246356
366,502 CHOA CHU KANG ST 51,1.38910701991989,103.743365257042
367,471 CHOA CHU KANG AVE 3,1.37859282552753,103.737126374388
368,282 CHOA CHU KANG AVE 3,1.38025443409642,103.743214351168
369,287 CHOA CHU KANG AVE 2,1.3785215910742,103.741685629222
370,690B CHOA CHU KANG CRES,1.40318377742922,103.751873055849
371,457 CHOA CHU KANG AVE 4,1.37863545271757,103.736186811602
372,757 CHOA CHU KANG NTH 5,1.39284801770148,103.74591415814
373,208 CHOA CHU KANG CTRL,1.38147790367229,103.748174138819
374,163 JLN TECK WHYE,1.3809102767137,103.756925824414
375,604 CHOA CHU KANG ST 62,1.39817542038448,103.744673993982
376,513 WEST COAST RD,1.30866602211237,103.760258216299
377,346 CLEMENTI AVE 5,1.3171180855602,103.769961809562
378,354 CLEMENTI AVE 2,1.3135304106234,103.770859843658
379,515 WEST COAST RD,1.30838274486859,103.759784091667
380,703 WEST COAST RD,1.30674896245195,103.760633580535
381,602 CLEMENTI WEST ST 1,1.305104400087,103.766311863504
382,351 CLEMENTI AVE 2,1.31535006995344,103.770861377512
383,429 CLEMENTI AVE 3,1.31291218870832,103.762860973019
384,304 CLEMENTI AVE 4,1.32093420856687,103.764986457895
385,307 CLEMENTI AVE 4,1.321415896635,103.76710548935
386,308 CLEMENTI AVE 4,1.32105185036523,103.766910446634
387,374 CLEMENTI AVE 4,1.31912618587195,103.766983653394
388,434 CLEMENTI AVE 3,1.31456889716041,103.761612603199
389,729 CLEMENTI WEST ST 2,1.30492724290307,103.763519401903
390,331 CLEMENTI AVE 2,1.31413785421482,103.767942210615
391,511 WEST COAST DR,1.31032016677093,103.760411562158
392,318 CLEMENTI AVE 4,1.31803746016205,103.765413358653
393,605 CLEMENTI WEST ST 1,1.30538490099306,103.768020281
394,342 CLEMENTI AVE 5,1.31836321447687,103.769846484274
395,43 CIRCUIT RD,1.32648228290473,103.885544901533
396,109 ALJUNIED CRES,1.31939291785822,103.884439876207
397,82 MACPHERSON LANE,1.332283325328,103.885620100954
398,58 CIRCUIT RD,1.32501466214245,103.886455988464
399,61 CIRCUIT RD,1.32573742833728,103.887054329523
400,20 BALAM RD,1.33083095249698,103.887507765547
401,93 PAYA LEBAR WAY,1.32273476922747,103.888103196257
402,25 EUNOS CRES,1.32340331604205,103.902375742055
403,23 BALAM RD,1.33097096666446,103.886540431592
404,21 EUNOS CRES,1.32503135532498,103.903282423724
405,9 HAIG RD,1.31443381988689,103.896061152256
406,16 EUNOS CRES,1.32299431214867,103.904449779612
407,102 ALJUNIED CRES,1.3204390302197,103.882420433245
408,31 BALAM RD,1.32968232343152,103.885407993595
409,126 GEYLANG EAST AVE 1,1.31755699491525,103.887130250228
410,45 SIMS DR,1.31733721505469,103.878442674183
411,10 HAIG RD,1.31483950176268,103.895865169739
412,22 HAIG RD,1.31379131490541,103.89522868303
413,34 CASSIA CRES,1.30964078422608,103.884471779925
414,34 EUNOS CRES,1.32101348298356,103.900972794677
415,44 SIMS DR,1.31623521060435,103.876881159027
416,352 UBI AVE 1,1.32522701807049,103.899400226499
417,11 EUNOS CRES,1.32180029262903,103.904424351182
418,11 HAIG RD,1.31483626965284,103.896637295254
419,67 CIRCUIT RD,1.32584857614009,103.887926514332
420,28 CASSIA CRES,1.30894452962256,103.883530101124
421,125 ALJUNIED RD,1.32327006239711,103.881752246858
422,123 PAYA LEBAR WAY,1.32275605425694,103.88323521219
423,6 HAIG RD,1.31317618810987,103.897214949603
424,5 PINE CL,1.30704305939862,103.882688422799
425,45 JLN TIGA,1.30863777720455,103.884644800061
426,22 HOUGANG AVE 3,1.36428542444529,103.89046790222
427,2 HOUGANG AVE 3,1.36313720753256,103.893184540903
428,530 HOUGANG AVE 6,1.37516813281876,103.890119934151
429,307 HOUGANG AVE 5,1.36665999438856,103.895009698642
430,121 HOUGANG AVE 1,1.3538605933002,103.886936534381
431,309 HOUGANG AVE 5,1.36620554681345,103.895152424666
432,317 HOUGANG AVE 7,1.36529966178088,103.896454800013
433,242 HOUGANG ST 22,1.35738897663765,103.892167860466
434,327 HOUGANG AVE 5,1.36830683201861,103.895987624672
435,328 HOUGANG AVE 5,1.36874369807703,103.896797055652
436,644 HOUGANG AVE 8,1.37143736463903,103.88126107892
437,335 HOUGANG AVE 7,1.36894817453626,103.898718101831
438,501 HOUGANG AVE 8,1.37205269626364,103.886531403839
439,303 HOUGANG AVE 5,1.36797082875069,103.894712852589
440,323 HOUGANG AVE 5,1.36722750566218,103.89779834526
441,619 HOUGANG AVE 8,1.36984770803551,103.883701202398
442,17 HOUGANG AVE 3,1.36343443196468,103.890977580317
443,412 HOUGANG AVE 10,1.374704823057,103.895365669184
444,154 HOUGANG ST 11,1.35221025687017,103.88016536128
445,301 HOUGANG AVE 5,1.36778751494032,103.89392989782
446,138 LOR AH SOO,1.3515974230958,103.884260469806
447,636 HOUGANG AVE 8,1.37061271157512,103.879209065676
448,943 HOUGANG ST 92,1.37386961002325,103.880562714742
449,690 HOUGANG ST 61,1.3769320572703,103.885697042104
450,514 HOUGANG AVE 10,1.37211670537615,103.889192688637
