,address,latitude,longitude,distance2cbd
127,172 BEDOK STH RD,1.32066917046167,103.944689528272,10.95412680545338
128,406 BEDOK NTH AVE 3,1.32822550655778,103.934469289425,10.222964701342802
129,55 NEW UPP CHANGI RD,1.32509255644891,103.942110168405,10.858962717479752
130,66 BEDOK STH AVE 3,1.31849377884951,103.943872460454,10.790660204696273
131,103 LENGKONG TIGA,1.32585546338587,103.910598910975,7.7723391882822765
132,67 BEDOK STH AVE 3,1.31897410282406,103.944076222052,10.82890554710184
133,114 BEDOK RESERVOIR RD,1.33056065989658,103.909838947885,7.996301268896886
134,10D BEDOK STH AVE 2,1.3217708591015,103.936326570445,10.124667060441796
135,629 BEDOK RESERVOIR RD,1.33439908281466,103.914501162624,8.665685345670136
136,104 LENGKONG TIGA,1.32563496745023,103.909815198327,7.685784870208503
137,308 SHUNFU RD,1.35058252902296,103.837846846026,7.096824908259493
138,271 BISHAN ST 24,1.35661576031593,103.84231764069,7.665119295081985
139,107 BISHAN ST 12,1.34641761420969,103.847920706844,6.478998084857291
140,239 BISHAN ST 22,1.36043776070807,103.844783880156,8.052764708891708
141,264 BISHAN ST 24,1.35866825318856,103.842069711877,7.893712833917012
142,177 BISHAN ST 13,1.3478462316134,103.853549587529,6.625600188003619
143,281 BISHAN ST 24,1.35727709271493,103.844629114303,7.7067482333357535
144,113 BISHAN ST 12,1.34723185095729,103.848808988875,6.563107401803427
145,227 BISHAN ST 23,1.35807055643058,103.84713811731,7.770460348416289
146,167 BISHAN ST 13,1.34800341123895,103.855395747158,6.652220851836808
147,112 BISHAN ST 12,1.34681029782167,103.84904106054,6.515292825173881
148,251 BISHAN ST 22,1.3619102393501,103.844170496763,8.221589776552653
149,302 SHUNFU RD,1.34936138318074,103.839099307727,6.935415108231192
150,289 BISHAN ST 24,1.35666114854932,103.844930577727,7.635583796549317
151,248 BISHAN ST 22,1.36139715643871,103.843281258825,8.176021887351553
152,310 SHUNFU RD,1.35085167873462,103.838679123356,7.106283342680636
153,447 BRIGHT HILL DR,1.3582216078161,103.831932958776,8.077912041075978
154,217 BISHAN ST 23,1.35674001530713,103.849329508235,7.611018550792008
155,128 BISHAN ST 12,1.34608831988483,103.850466820468,6.42997617517557
156,183 BISHAN ST 13,1.35045853468041,103.852476179728,6.911970297199008
157,192 BISHAN ST 13,1.34897431725156,103.851306462341,6.7476331358884085
158,212 BISHAN ST 23,1.35627186049785,103.84825054364,7.564576928605507
159,201 BISHAN ST 23,1.35506686853913,103.846946060532,7.4406128953341275
160,450 SIN MING AVE,1.35835553844469,103.830397807509,8.14045972175113
161,525 BT BATOK ST 52,1.35710516584321,103.752204623104,13.464167463951151
162,501 BT BATOK ST 52,1.35149319356169,103.754998121996,12.86021705466928
163,410 BT BATOK WEST AVE 4,1.36445863795592,103.744991611928,14.588212374241257
164,408 BT BATOK WEST AVE 4,1.36481977758189,103.744989792545,14.61156943423177
165,423 BT BATOK WEST AVE 2,1.36215691970023,103.744946718558,14.446227435658388
166,272 BT BATOK EAST AVE 4,1.34881544166238,103.757951913114,12.423313315129118
167,229 BT BATOK EAST AVE 3,1.34827660376884,103.754680867021,12.69944103137125
168,217 BT BATOK ST 21,1.34673392184416,103.754727840299,12.606203136636148
169,421 BT BATOK WEST AVE 2,1.36251752917877,103.744946684475,14.468914677598217
170,407 BT BATOK WEST AVE 4,1.36485171911506,103.745814559435,14.539071871726891
171,240 BT BATOK EAST AVE 5,1.35048816023777,103.754177773165,12.876765127585067
172,179 BT BATOK WEST AVE 8,1.34581228622891,103.742210249553,13.770885741994617
173,414 BT BATOK WEST AVE 4,1.36357610603461,103.74597741135,14.442253946450506
174,269 BT BATOK EAST AVE 4,1.3487578841922,103.759451695253,12.27986091022232
175,152 BT BATOK ST 11,1.34830189530172,103.744257268105,13.701502372149202
176,146 BT BATOK WEST AVE 6,1.34966890869827,103.744083499088,13.792553078121056
177,533 BT BATOK ST 51,1.35587908699049,103.749799126312,13.610076098451037
178,157 BT BATOK ST 11,1.34836899457739,103.743422087347,13.786349156804144
179,540 BT BATOK ST 52,1.35440568176535,103.75130601487,13.380386202609554
180,239 BT BATOK EAST AVE 5,1.3502391390638,103.755100850762,12.775358170499048
181,249 BT BATOK EAST AVE 5,1.35061655709758,103.756564159717,12.661292943844334
182,316 BT BATOK ST 32,1.3605766052846,103.746834002944,14.174133011608713
183,250 BT BATOK EAST AVE 5,1.35105549277865,103.757080302123,12.639982482294903
184,164 BT BATOK ST 11,1.34771697477219,103.742831711054,13.809214274757734
185,167 BT BATOK WEST AVE 8,1.34693272783596,103.742257105901,13.82427939839782
186,312 BT BATOK ST 32,1.35987875096146,103.74733565667,14.084448076565783
187,208 BT BATOK ST 21,1.34590310545134,103.748811814397,13.129634867760148
188,534 BT BATOK ST 51,1.35590698154634,103.750411621456,13.554993039306938
189,311 BT BATOK ST 32,1.36008251500719,103.748341653201,14.005009906854694
190,319 BT BATOK ST 33,1.36139508011177,103.746516655571,14.254612811970027
191,417 BT BATOK WEST AVE 4,1.3629029334905,103.746483437421,14.353268760335041
192,307 BT BATOK ST 31,1.35817033436975,103.748118653062,13.906271202821728
193,138 BT BATOK WEST AVE 6,1.35044711973729,103.744471903926,13.797898415392412
194,124 BT BATOK CTRL,1.35118204905855,103.747209859564,13.576686742186727
195,291B BT BATOK ST 24,1.34306435513309,103.75567762679,12.309923892755775
196,288D BT BATOK ST 25,1.34580304817683,103.759260051639,12.122173751662517
197,113 BT BATOK WEST AVE 6,1.34883637963314,103.745173404083,13.641613447543994
198,186 BT BATOK WEST AVE 6,1.34658076680317,103.744085374214,13.626655760404043
199,386 BT BATOK WEST AVE 5,1.36393942184816,103.752556035691,13.876098872179796
200,337 BT BATOK ST 34,1.36348296381773,103.749393361059,14.127920965411581
201,165 BT BATOK WEST AVE 8,1.34731985631578,103.741974986591,13.872175571410798
202,290D BT BATOK EAST AVE 3,1.34441150327745,103.757461503148,12.213291185745977
203,131 BT BATOK WEST AVE 6,1.35073333041497,103.746261338468,13.641968644400222
204,291D BT BATOK ST 24,1.34351790618134,103.755391787516,12.36242111932107
205,291A BT BATOK ST 24,1.34366766724427,103.756051700884,12.307026690944861
206,384 BT BATOK WEST AVE 5,1.36293263679642,103.752194207305,13.841199212078687
207,207 BT BATOK ST 21,1.34624866176031,103.749382188265,13.09303623051785
208,193 BT BATOK WEST AVE 6,1.34600894344315,103.744423616373,13.563518329485275
209,243 BT BATOK EAST AVE 5,1.34962013436358,103.75643213653,12.613693869950117
210,388 BT BATOK WEST AVE 5,1.36485017561712,103.752161772499,13.972098491521216
211,102 BT BATOK WEST AVE 6,1.34745833930547,103.747473341114,13.34379923640964
212,623 BT BATOK CTRL,1.35083158876979,103.749372545514,13.350721467709814
213,621 BT BATOK CTRL,1.35022916499468,103.748340672674,13.414574891437681
214,622 BT BATOK CTRL,1.35071643799739,103.748496406191,13.427471950423822
215,202 BT BATOK ST 21,1.3465978583575,103.748448437294,13.202507918839515
216,524 BT BATOK ST 52,1.35722338885356,103.752654717899,13.430419191724559
217,28 JLN KLINIK,1.28789877031281,103.828203629292,2.6243030010975263
218,48 LOWER DELTA RD,1.28944268125333,103.826201445621,2.851882453694959
219,116 BT MERAH VIEW,1.28512215258239,103.821606935412,3.373010089977829
220,8 JLN BT HO SWEE,1.28752686260169,103.832020454212,2.200020591928111
221,107 JLN BT MERAH,1.27983690191197,103.824757769108,3.1388259821579263
222,5 TELOK BLANGAH CRES,1.27872402905423,103.819220384802,3.765000427149155
223,26 JLN KLINIK,1.2881713453856,103.828454024092,2.5965414349897293
224,129 BT MERAH VIEW,1.28357870505897,103.823819207962,3.149609447987905
225,130 BT MERAH VIEW,1.28458712798457,103.824360319186,3.0746352146546485
226,60 TELOK BLANGAH HTS,1.27607895768865,103.812157206469,4.601435087299655
227,130 KIM TIAN RD,1.28041255232016,103.829271242873,2.640576170631462
228,128 BT MERAH VIEW,1.28264675199072,103.823327111496,3.2209071124664757
229,38 BEO CRES,1.28855393184563,103.827290023383,2.7267821682749793
230,11 CANTONMENT CL,1.27442604746069,103.839671514269,2.0135540702974195
231,77 TELOK BLANGAH DR,1.27395376732331,103.808817470502,5.026135487529834
232,55 TELOK BLANGAH DR,1.27396036035569,103.812149525435,4.674484241917421
233,26D JLN MEMBINA,1.28209883987158,103.825202810934,3.0282602236158658
234,26C JLN MEMBINA,1.28275797395281,103.825205576961,3.0132192184221838
235,27 LIM LIAK ST,1.28543704177023,103.830839342729,2.347507660884199
236,29 LIM LIAK ST,1.28538144338708,103.830400732841,2.3967058852505683
237,46 SENG POH RD,1.28400391666539,103.831529775519,2.2960321124619276
238,59 TELOK BLANGAH HTS,1.2753534329115,103.813588303131,4.473352069455809
239,54 LENGKOK BAHRU,1.2891359518667,103.813677548743,4.242941990097868
240,106A DEPOT RD,1.28061364977894,103.810967870883,4.6144217272395025
241,53 LENGKOK BAHRU,1.28884723459282,103.813450564855,4.2673326038097015
242,14 TELOK BLANGAH CRES,1.27739544173264,103.820469653072,3.6753576713609823
243,54 TELOK BLANGAH DR,1.27359718662062,103.811942133272,4.709653824889583
244,112B DEPOT RD,1.28156873918268,103.80773165728,4.95322344509344
245,20 JLN MEMBINA,1.28562459787443,103.825923251122,2.8895771388886122
246,120 KIM TIAN PL,1.28295503980413,103.827983319539,2.7058554402592696
247,70 REDHILL CL,1.28672632735078,103.816700522264,3.906851011813363
248,68 REDHILL CL,1.28687207033361,103.816026124534,3.981344909314158
249,69 REDHILL CL,1.2870165287153,103.816374778847,3.9421082484038164
250,21 JLN MEMBINA,1.28508656289053,103.825782815048,2.911020651524397
251,8A BOON TIONG RD,1.28652536951665,103.830124811691,2.4156489240897216
252,27A JLN MEMBINA,1.2822186913861,103.824536254761,3.098028696089701
253,2A BOON TIONG RD,1.28652962097246,103.833163087554,2.078318967953832
254,50 HOY FATT RD,1.2878771583612,103.811440922662,4.48985170686964
255,106B DEPOT RD,1.28064950442563,103.810750913525,4.637500791074735
256,95 HAVELOCK RD,1.28847543074122,103.832848165751,2.1081898345099988
257,82 REDHILL LANE,1.28742210332915,103.81943492781,3.6006574924650683
258,119B KIM TIAN RD,1.28115558487763,103.827266559741,2.8302169200290983
259,75C REDHILL RD,1.28902314290104,103.816276016167,3.953509163209638
260,121 KIM TIAN PL,1.28270270194687,103.828491163221,2.6565111871923146
261,2C BOON TIONG RD,1.2868576787328,103.832845909249,2.111127052448599
262,109 GANGSA RD,1.37736736489734,103.767748758874,13.609442454333674
263,142 PETIR RD,1.37639172444397,103.767912823562,13.51866001497393
264,251 BANGKIT RD,1.38030045457366,103.774174995217,13.37421995540096
265,409 SAUJANA RD,1.38233492640361,103.767677663417,14.018848563970078
266,208 PETIR RD,1.3739808401432,103.775028040256,12.784999477831992
267,435 BT PANJANG RING RD,1.38603975530039,103.770196329443,14.144883622049626
268,412 SAUJANA RD,1.38289762281394,103.768275120432,14.021068228519145
269,466 SEGAR RD,1.38694295549199,103.773299109481,14.003665754733415
270,140 PETIR RD,1.37550299063609,103.768952438105,13.36769885739381
271,123 PENDING RD,1.37756663543382,103.770660551039,13.405106811997276
272,402 FAJAR RD,1.38031226320182,103.768073595,13.823422602092947
273,207 PETIR RD,1.37370703550109,103.774851276857,12.775664519372823
274,520 JELAPANG RD,1.38646757937131,103.7665076307,14.447471374505314
275,523 JELAPANG RD,1.38697502782658,103.765700895316,14.5487865383873
276,615 BT PANJANG RING RD,1.38514726798653,103.762438315763,14.64141486065333
277,609 BT PANJANG RING RD,1.38285734125021,103.762010135941,14.489394324325115
278,404 FAJAR RD,1.38063876738095,103.767550485267,13.88934164847639
279,631 SENJA RD,1.38662658656793,103.760257710151,14.926439597823599
280,629 SENJA RD,1.38652802373559,103.759278980746,14.993055140728112
281,440 FAJAR RD,1.38368429456113,103.770076985518,13.954829467375188
282,204 PETIR RD,1.37317516532605,103.774810614456,12.735119120835318
283,506 JELAPANG RD,1.3870334545891,103.768120654409,14.377812492954055
284,136 PETIR RD,1.37461056095475,103.768753597677,13.311761609881644
285,652 SENJA LINK,1.38744862342634,103.763847246671,14.724532370012998
286,620 BT PANJANG RING RD,1.38585558267615,103.761737460728,14.751874602283513
287,656 SENJA RD,1.38761134448697,103.764588708773,14.683316916297851
288,448 BT PANJANG RING RD,1.3836966160096,103.772095630478,13.810538322163012
289,507 JELAPANG RD,1.38655566901666,103.767999747519,14.346338663006934
290,625 SENJA RD,1.38563406119189,103.760361050815,14.838518701960776
291,623 SENJA RD,1.38625610118184,103.762201338577,14.74946100402688
292,610 SENJA RD,1.38340067966504,103.761236851817,14.5922614462563
293,611 BT PANJANG RING RD,1.38387209680691,103.761859831513,14.58233917613202
294,627 SENJA RD,1.38553502172905,103.759378313644,14.905792982196248
295,626 SENJA RD,1.38547480834709,103.759880549321,14.862454717112286
296,608 SENJA RD,1.38290197575175,103.761368223608,14.542307875749161
297,182 JELEBU RD,1.37984403992366,103.763409218035,14.141201322062154
298,606 SENJA RD,1.38129574701623,103.761571341904,14.398837061469568
299,478 SEGAR RD,1.38953127642948,103.772874923486,14.2575185202415
300,470 SEGAR RD,1.38841640703441,103.773263601102,14.133822232005693
301,124 PENDING RD,1.37699935766576,103.771170930202,13.320486023903694
302,653 SENJA LINK,1.38692590741026,103.763946218351,14.674057664877232
303,135 CASHEW RD,1.37404915665664,103.768885136299,13.25695586993332
304,184 JELEBU RD,1.37971095812868,103.762440084954,14.205911471880624
305,183 JELEBU RD,1.3799638356862,103.763048292356,14.178668938207554
306,543 JELAPANG RD,1.38249521044149,103.764046024998,14.304815825270998
307,1 TOH YI DR,1.33957175314186,103.774678246393,10.306021368462961
308,5 FARRER RD,1.31655990980042,103.807288102167,5.876058855631516
309,34 UPP CROSS ST,1.2862352148315,103.842303340846,1.072078314530705
310,3 TG PAGAR PLAZA,1.2756191858993,103.842431306625,1.7156350778247582
311,538 UPP CROSS ST,1.28521219232764,103.845766165764,0.7351137926427987
312,532 UPP CROSS ST,1.28419353816159,103.845985856933,0.7675940067681616
313,53 CHIN SWEE RD,1.28762316970348,103.841462885627,1.1492317905164582
314,1A CANTONMENT RD,1.27784271048219,103.840965923691,1.6429621079442511
315,1F CANTONMENT RD,1.27598699469414,103.841191762017,1.7720991982440266
316,1C CANTONMENT RD,1.27744909387079,103.841666679651,1.6176606405913005
317,1B CANTONMENT RD,1.27779940676005,103.841403430465,1.6109563180149498
318,1E CANTONMENT RD,1.27662168427368,103.841156142262,1.7230510292184549
319,5 TECK WHYE AVE,1.38211439144289,103.75356509712,15.095965454528866
320,15 TECK WHYE LANE,1.37913357256794,103.7547387164,14.77481176108216
321,459 CHOA CHU KANG AVE 4,1.37818434118826,103.735126609036,16.373718876966795
322,206 CHOA CHU KANG CTRL,1.3806670668767,103.748339853034,15.4153232102576
323,690A CHOA CHU KANG CRES,1.40277627634375,103.751539941559,16.90149668486503
324,20 TECK WHYE LANE,1.37875454766792,103.753163445856,14.87512102670555
325,295 CHOA CHU KANG AVE 2,1.37826693842119,103.741110607439,15.856626489198451
326,110 TECK WHYE LANE,1.37821371288758,103.751983012288,14.932276703129983
327,409 CHOA CHU KANG AVE 3,1.38112967018954,103.741877152961,15.992523364381151
328,688A CHOA CHU KANG DR,1.40396387456119,103.750566306243,17.071664611144605
329,485A CHOA CHU KANG AVE 5,1.37461810751349,103.738364995209,15.847950326484975
330,16 TECK WHYE LANE,1.37842710387364,103.754911815576,14.70748959367246
331,103 TECK WHYE LANE,1.37713078246274,103.753555993761,14.722059761047332
332,687A CHOA CHU KANG DR,1.40451101735306,103.750161262445,17.14686873574583
333,407 CHOA CHU KANG AVE 3,1.38041759813853,103.740828418583,16.03163609423759
334,160 JLN TECK WHYE,1.38079449708347,103.756442998925,14.763846100949063
335,686C CHOA CHU KANG CRES,1.40468369607815,103.74900201661,17.246518177608376
336,670A CHOA CHU KANG CRES,1.4026789634991,103.747562464245,17.188945804489382
337,114 TECK WHYE LANE,1.37850799248774,103.750707442454,15.059781159911664
338,238 CHOA CHU KANG CTRL,1.37914625858488,103.74820998984,15.314880069752768
339,202 CHOA CHU KANG AVE 1,1.3818369774308,103.74946480804,15.408905989994969
340,296A CHOA CHU KANG AVE 2,1.37714154932429,103.740943329677,15.7930891912532
341,616 CHOA CHU KANG ST 62,1.39959239449991,103.744711678054,17.15743435580593
342,155 JLN TECK WHYE,1.37893693677123,103.75716507033,14.563562550989403
343,402 CHOA CHU KANG AVE 3,1.37920252711367,103.739438134005,16.06639847733234
344,422 CHOA CHU KANG AVE 4,1.38225681754484,103.740957419462,16.151126991322432
345,296 CHOA CHU KANG AVE 2,1.3774155546747,103.740781546727,15.826076086875993
346,226 CHOA CHU KANG CTRL,1.38115995023886,103.745292702375,15.705908590810042
347,472 CHOA CHU KANG AVE 3,1.37908544061279,103.737542449427,16.223071737673532
348,673 CHOA CHU KANG CRES,1.40132802512812,103.748136094413,17.035710057670364
349,410 CHOA CHU KANG AVE 3,1.38062798768557,103.741520103731,15.987321833026305
350,406 CHOA CHU KANG AVE 3,1.38037389462046,103.740209588608,16.081670599304957
351,788 CHOA CHU KANG NTH 6,1.39579180989479,103.748287590175,16.578692072380544
352,631 CHOA CHU KANG NTH 6,1.39660961102945,103.748105174635,16.657905312837
353,641 CHOA CHU KANG ST 64,1.39830454666217,103.749817817326,16.66320261853234
354,765 CHOA CHU KANG NTH 5,1.39272346157669,103.749748275147,16.22216512136318
355,473 CHOA CHU KANG AVE 3,1.37961821111761,103.738115482342,16.20991218961669
